metric;timestamp;ts_join;type;rt1_value;rt2_value;rt3_value;rt4_value;rt5_value;rt6_value;rt7_value;rt8_value;rt9_value;rt10_value;total (média 10 nós)
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508284836;50276161;mean;10,494348;9,169787;17,501245;19,03746;5,806666;6,417448;3406,21694;8,706625;66,927311;6,501207;355,6779037
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508284866;50276162;mean;10,314053;9,244951;18,02314;19,340852;5,915824;6,245504;3516,771231;8,772114;61,664181;6,518452;366,2810302
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508284896;50276163;mean;10,358882;9,035436;18,3591;19,134234;5,794082;6,211553;3686,460095;8,668188;60,190215;6,578931;383,0790716
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508284926;50276164;mean;10,391303;9,080909;17,98362;18,4511;5,681211;6,276963;3792,969138;8,516596;51,858216;6,657813;392,7866869
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508284956;50276165;mean;10,536002;9,279893;18,412967;18,258344;5,895428;6,425393;3816,128525;8,540332;43,711497;6,481014;394,3669395
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508284986;50276166;mean;10,375006;9,080273;17,969852;17,855928;5,820094;6,245624;3735,63018;8,525219;37,424492;6,485084;385,5411752
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285016;50276167;mean;10,294335;9,208105;17,487983;18,417333;5,833638;6,262149;3808,848239;8,477695;35,38488;6,354696;392,6569053
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285046;50276168;mean;10,277525;9,293025;17,225677;18,18;5,698137;6,115085;4142,148632;8,433661;37,832286;6,329522;426,153355
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285076;50276169;mean;10,017103;8,991143;16,821816;17,671148;5,611981;5,909402;4168,30933;8,298032;34,886763;6,154337;428,2671055
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285106;50276170;mean;10,018578;8,826291;17,163756;17,193447;5,97715;5,82803;4388,971005;8,347934;32,257582;6,133553;450,0717326
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285136;50276171;mean;9,99562;8,9427;17,670613;16,964095;5,95378;5,81265;4309,348305;8,501402;32,639326;6,08055;442,1909041
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285166;50276172;mean;9,964023;8,837013;18,535545;17,884058;5,75709;5,782168;4218,829551;8,980225;31,25514;6,277776;433,2102589
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285196;50276173;mean;10,077024;9,172853;17,80616;17,654818;5,989314;5,847181;4280,878369;9,150328;28,736816;6,272939;439,1585802
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285226;50276174;mean;10,137295;9,212038;16,702392;18,27956;5,768191;5,746661;4327,006201;8,874971;26,445961;6,213063;443,4386333
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285256;50276175;mean;10,406022;9,230257;16,456716;18,712171;5,743805;5,751661;4640,746194;8,510372;23,835229;6,161303;474,555373
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285286;50276176;mean;10,54753;9,057594;16,079774;17,139928;5,784374;5,71889;4771,517449;8,327635;22,495458;6,114399;487,2783031
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285316;50276177;mean;10,416949;9,274683;15,818488;17,258818;5,781197;5,628602;4910,874816;8,567825;22,19967;6,185951;501,2006999
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285346;50276178;mean;10,389387;9,255531;17,120035;16,702074;5,567526;5,626842;4977,10152;8,19966;20,862513;6,242555;507,7067643
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285376;50276179;mean;10,415744;9,123594;16,552465;16,242403;5,392017;5,736576;4823,613971;8,321096;22,355078;6,310444;492,4063388
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285406;50276180;mean;10,476436;9,113712;17,334509;16,188969;5,270629;5,668176;4966,611888;8,848527;22,910879;6,171946;506,8595671
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285436;50276181;mean;10,213141;9,129565;17,317234;16,247581;5,464882;5,645101;5011,188187;8,728327;22,056617;6,040642;511,2031277
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285466;50276182;mean;10,132456;9,029214;16,811302;18,46936;5,645964;5,628318;5077,3427;8,879386;22,361274;6,219961;518,0519935
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285496;50276183;mean;9,917467;8,949742;15,855195;18,921112;5,62202;5,564539;5226,317723;8,950273;22,416322;6,252368;532,8766761
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285526;50276184;mean;9,905439;9,043079;16,008986;18,501308;5,677631;5,658298;5259,721286;8,699063;20,51998;6,145942;535,9881012
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285556;50276185;mean;10,085221;8,992065;15,775176;20,358696;5,689785;5,67531;5220,458761;9,054978;20,970716;6,246957;532,3307665
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285586;50276186;mean;10,337084;8,950963;15,663254;18,966277;5,694071;5,533401;5575,522361;9,289993;21,035029;6,549796;567,7542229
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285616;50276187;mean;10,292506;8,748603;16,199629;18,405255;5,701108;5,556174;5641,044415;9,099024;20,756619;6,429077;574,223241
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285646;50276188;mean;10,289536;8,855859;15,259423;17,81486;5,64556;5,486813;5662,282982;8,638522;21,307231;6,089918;576,1670704
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285676;50276189;mean;10,229859;8,924544;16,002999;16,906156;5,576355;5,548167;5833,13147;8,501007;20,902003;6,2552;593,197776
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285706;50276190;mean;10,42667;9,056899;15,789286;15,763953;5,611573;5,742117;5803,317319;8,641716;21,007219;6,046753;590,1403505
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285736;50276191;mean;10,416666;9,024098;15,460291;16,097093;5,52714;5,627731;5867,113674;8,362725;23,346138;5,964192;596,6939748
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285766;50276192;mean;10,124851;8,991397;15,899828;15,884517;5,76974;5,613734;5804,414843;8,515701;23,855258;6,279425;590,5349294
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285796;50276193;mean;10,213317;9,18253;16,353251;17,355186;5,721215;5,460218;6077,042056;8,377373;20,144727;6,350448;617,6200321
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285826;50276194;mean;10,315429;9,113803;16,676911;16,962182;5,986679;5,67309;6282,386803;8,29923;19,798324;5,980885;638,1193336
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285856;50276195;mean;10,246976;8,970462;17,424904;69,537185;5,926737;5,718417;6860,27213;8,057374;19,498226;6,012242;701,1664653
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285886;50276196;mean;10,182099;8,832604;16,310126;195,357686;5,517925;5,650323;7299,228038;8,213126;19,335792;5,582634;757,4210353
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285916;50276197;mean;9,898841;8,859307;15,655026;218,614791;5,275222;5,513124;7430,984857;8,058365;18,943185;5,701361;772,7504079
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285946;50276198;mean;9,683147;8,860022;15,561592;175,076952;5,452214;5,494175;7403,332771;8,166253;18,599893;5,798778;765,6025797
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508285976;50276199;mean;9,611748;8,865169;16,088035;194,098786;5,43039;5,713959;7378,926555;8,223057;18,942017;6,217015;765,2116731
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286006;50276200;mean;9,719972;8,742226;16,539126;190,339176;5,607175;5,830333;6928,664932;8,409177;20,05539;6,410807;720,0318314
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286036;50276201;mean;10,030349;9,392438;15,505873;139,752555;5,568368;5,658095;6745,756686;8,506914;20,258852;6,167175;696,6597305
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286066;50276202;mean;9,937364;9,07989;14,975611;121,321277;5,444721;5,826956;6269,718892;8,511029;19,667087;6,320251;647,0803078
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286096;50276203;mean;10,110091;8,990585;15,029046;114,559689;5,355249;6,189654;6106,840824;8,395135;20,65294;6,190493;630,2313706
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286126;50276204;mean;10,003512;8,963908;16,052065;105,402693;5,448153;6,097209;5911,188083;8,465553;18,998819;6,447122;609,7067117
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286156;50276205;mean;10,274622;9,1417;15,892671;69,589316;5,569842;6,458171;5671,619841;8,585571;21,353761;6,131907;582,4617402
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286186;50276206;mean;10,457821;9,121856;15,812689;71,376296;5,730423;5,991766;5475,725462;8,703354;19,884322;6,211904;562,9015893
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286216;50276207;mean;10,501753;9,070922;16,643576;58,964167;5,786726;5,815085;5092,172049;8,75407;20,397777;6,346386;523,4452511
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286246;50276208;mean;10,277537;9,071941;16,824986;52,548222;5,641208;5,81035;4842,48222;9,010749;20,119578;6,58557;497,8372361
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286276;50276209;mean;10,345235;8,997302;17,752383;49,791412;5,528638;6,045069;4699,968246;8,996342;20,399569;6,461359;483,4285555
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286306;50276210;mean;10,285562;8,982172;17,142661;40,251153;5,413667;5,85533;4574,473495;8,825909;20,483259;6,474361;469,8187569
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286336;50276211;mean;10,15203;9,058293;16,990547;36,70661;5,588148;5,830916;4769,701069;8,897798;20,172823;6,258639;488,9356873
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286366;50276212;mean;10,545151;9,212613;16,799823;32,633504;5,769778;5,650399;4885,544791;8,84608;19,605032;5,985842;500,0593013
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286396;50276213;mean;10,383778;9,057426;16,428776;30,699385;5,635322;5,760316;4818,837036;8,59783;19,19246;6,136104;493,0728433
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286426;50276214;mean;10,275018;9,059083;16,565679;29,510467;5,707338;5,731223;4895,151017;8,554317;19,65851;6,362471;500,6575123
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286456;50276215;mean;10,54402;8,987453;16,895523;27,585523;5,82555;5,809194;4918,921794;8,355804;28,577892;6,771103;503,8273856
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286486;50276216;mean;10,578787;9,219253;16,766479;28,06932;5,621767;5,626932;5092,263299;8,472243;148,993904;6,671573;533,2283557
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286516;50276217;mean;10,519422;9,123671;17,344735;31,303827;5,591446;5,477154;4793,093694;8,651748;347,627518;6,589658;523,5322873
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286546;50276218;mean;10,646291;9,310073;17,139825;28,516481;5,820564;5,531436;4714,112238;8,679575;288,157775;6,631799;509,4546057
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286576;50276219;mean;10,259236;9,274461;17,485472;26,948409;5,776399;5,903911;4764,007452;8,384756;234,692259;6,703701;508,9436056
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286606;50276220;mean;10,394907;9,321496;16,797991;23,662811;5,813681;5,916358;4713,036979;8,555265;188,526275;6,483419;498,8509182
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286636;50276221;mean;10,452623;9,23115;17,116043;22,976843;6,117305;5,988631;4810,735655;8,703565;151,147168;6,726172;504,9195155
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286666;50276222;mean;10,45468;9,107401;17,260881;23,248903;7,590501;5,988455;4725,575565;8,301608;109,289009;6,513149;492,3330152
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286696;50276223;mean;10,353646;9,439168;17,329287;21,687746;6,468626;5,863828;4859,702102;8,386078;94,713773;6,365005;504,0309259
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286726;50276224;mean;10,388821;9,294574;16,745712;22,661343;6,363734;5,913493;4784,048252;8,39811;76,570804;6,513826;494,6898669
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286756;50276225;mean;10,299568;9,126152;16,83969;23,424802;6,195701;5,92003;4952,53707;8,603288;67,544751;6,46186;510,6952912
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286786;50276226;mean;10,427226;8,958209;17,140957;19,656754;5,655231;5,812172;4992,519862;8,481434;59,744416;6,329367;513,4725628
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286816;50276227;mean;10,347387;9,024066;16,597536;21,185564;5,483806;5,547861;5182,150236;8,63284;45,555823;6,284567;531,0809686
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286846;50276228;mean;10,510424;8,800421;16,784273;21,306417;5,567072;5,849783;5160,717858;8,43634;41,711684;6,409591;528,6093863
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286876;50276229;mean;10,748045;9,148597;16,192228;21,686215;5,430356;5,862755;5100,673024;8,309625;35,868346;6,277061;522,0196252
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286906;50276230;mean;10,615837;9,280353;16,766912;21,862828;5,776236;5,991791;4971,054636;9,195232;40,367243;6,359889;509,7270957
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286936;50276231;mean;10,472967;9,452848;16,439433;20,890371;5,583248;5,82476;5065,84907;9,169682;41,733997;6,357146;519,1773522
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286966;50276232;mean;10,30688;9,191895;15,944842;19,521493;5,550624;5,624552;5306,719337;8,666228;43,772369;6,419705;543,1717925
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508286996;50276233;mean;10,262027;9,208579;15,752379;18,435949;5,473844;5,438707;5460,857001;8,580163;33,757487;6,382777;557,4148913
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287026;50276234;mean;10,283136;9,050195;15,830183;18,13135;5,472571;5,706928;5613,806655;8,648362;28,915062;6,333532;572,2177974
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287056;50276235;mean;10,182258;8,943148;15,146929;18,27828;5,574179;5,6117;5698,971185;8,734092;26,075319;6,329799;580,3846889
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287086;50276236;mean;10,660243;9,272289;15,594068;19,455059;5,930774;5,617755;5692,16971;8,555732;26,649634;6,498973;580,0404237
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287116;50276237;mean;10,486213;9,128878;15,161462;18,047606;5,840663;5,780274;6060,694994;8,657237;27,003481;6,440622;616,724143
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287146;50276238;mean;10,460624;9,117118;15,170536;16,915403;5,849507;5,695938;5887,976174;8,687766;26,414552;6,727535;599,3015153
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287176;50276239;mean;10,333305;9,11201;14,575385;16,636263;5,852847;5,630978;6126,955577;8,472138;26,966943;6,17036;623,0705806
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287206;50276240;mean;10,668854;9,04203;15,523219;16,637984;5,614787;5,743462;5780,408169;8,748087;25,331358;6,159662;588,3877612
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287236;50276241;mean;10,92549;8,953057;15,895248;16,837111;5,568847;5,636107;5575,955822;8,826098;26,933828;6,228454;568,1760062
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287266;50276242;mean;10,627685;8,992676;15,908217;16,51003;5,857667;5,574472;5554,43777;8,530704;25,105373;6,214623;565,7759217
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287296;50276243;mean;10,795806;9,233067;16,078771;18,472659;5,862128;5,561131;5645,60908;8,510293;27,525232;6,028751;575,3676918
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287326;50276244;mean;10,852834;9,176529;16,181489;20,22376;5,668028;5,564302;5682,144285;8,559611;33,28903;6,140013;579,7799881
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287356;50276245;mean;10,444518;8,922574;15,80339;25,202641;5,743217;5,435593;5940,979664;8,603498;83,436258;5,86163;611,0432983
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287386;50276246;mean;10,275362;8,923693;15,818608;27,836466;5,656513;5,466378;5830,598283;8,903989;99,091323;5,988945;601,855956
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287416;50276247;mean;10,190051;9,027172;15,984602;26,495221;5,528887;5,398191;5915,687334;9,110596;125,688452;5,966567;612,9077073
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287446;50276248;mean;10,309255;9,030049;15,843017;29,082911;5,670587;5,426028;6012,491547;9,231067;133,722837;6,014543;623,6821841
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287476;50276249;mean;10,432735;8,903324;15,568799;29,938822;5,643714;5,408252;6087,215238;9,083573;208,608762;6,117942;638,6921161
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287506;50276250;mean;10,437716;9,074825;15,847112;26,034146;5,666039;5,551067;5797,759863;8,597098;205,458015;6,375381;609,0801262
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287536;50276251;mean;10,303879;8,842726;15,612615;30,025045;5,763264;5,75318;5619,985467;8,981794;240,464727;6,143468;595,1876165
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287566;50276252;mean;10,312814;9,085481;15,984829;32,804511;5,559141;5,776868;5666,353728;8,849127;222,249282;6,724876;598,3700657
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287596;50276253;mean;10,510907;8,973582;15,856776;26,260886;5,607469;5,760802;6107,731245;8,994611;199,404905;6,990269;639,6091452
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287626;50276254;mean;10,161811;8,757104;15,522535;24,171609;5,779039;5,780171;6214,928855;8,783147;179,817004;6,354821;648,0056096
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287656;50276255;mean;10,216307;8,829173;15,278637;29,994586;5,806099;5,773786;6689,753339;8,673928;218,350794;6,281735;699,8958384
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287686;50276256;mean;10,096505;8,8694;15,180999;68,343507;5,601824;5,806177;7056,200925;8,622182;249,102843;6,07334;743,3897702
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287716;50276257;mean;9,94611;8,962396;14,473126;182,877863;5,478841;5,51953;7433,452787;8,694047;302,51729;6,131557;797,8053547
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287746;50276258;mean;10,062833;9,09434;15,182918;281,626101;6,200052;5,550819;7109,531749;8,731268;225,202997;6,402906;767,7585983
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287776;50276259;mean;10,292067;9,427233;15,974207;285,948793;6,06947;5,894597;6985,489389;8,622194;197,413136;6,419193;753,1550279
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287806;50276260;mean;10,249762;9,214438;16,383468;264,23754;5,584013;5,659984;6524,068773;8,786746;182,55138;6,498327;703,3234431
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287836;50276261;mean;10,34068;9,050176;15,724462;233,641423;5,587175;5,96963;6612,236691;8,810843;182,815937;6,46481;709,0641827
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287866;50276262;mean;10,189999;9,140469;16,320094;186,811412;5,613108;5,799962;6160,183189;9,111646;223,025267;6,431103;663,2626249
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287896;50276263;mean;10,224074;9,253985;16,663055;160,053748;5,374549;5,728312;6034,037306;9,022636;214,44431;6,499711;647,1301686
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287926;50276264;mean;10,214895;9,295358;16,519094;116,452015;5,39546;6,021438;5552,658422;8,607976;161,365287;6,400849;589,2930794
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287956;50276265;mean;10,318481;9,16651;16,962805;112,060841;5,513587;5,876035;5456,312038;8,459723;135,414692;6,433475;576,6518187
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508287986;50276266;mean;10,57433;9,215449;17,282448;97,068145;5,392915;5,879111;5359,467941;8,653;142,880744;6,269782;566,2683865
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288016;50276267;mean;10,442998;9,063271;17,178262;79,391884;5,424195;5,850875;5421,699709;8,451045;122,480317;6,326684;568,630924
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288046;50276268;mean;10,564692;8,947811;16,769851;74,983321;5,401121;6,050969;5148,206929;8,676628;110,405219;6,386354;539,6392895
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288076;50276269;mean;10,669801;8,823148;16,24696;57,706075;5,762237;6,016188;4984,513784;8,833713;111,3684;6,560181;521,6500487
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288106;50276270;mean;10,796362;8,756517;16,120579;58,666647;6,008924;5,984379;4933,025994;8,592788;95,660691;6,467902;515,0080783
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288136;50276271;mean;10,639464;8,733258;16,055324;53,688751;5,902169;5,798352;5068,79948;8,581725;85,297185;6,624656;527,0120364
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288166;50276272;mean;10,41253;8,764589;16,209567;42,432317;5,668749;5,590332;5141,551461;8,562437;67,298937;6,370265;531,2861184
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288196;50276273;mean;10,259373;8,735957;17,637725;37,025382;5,83018;5,581619;5064,611049;8,60201;55,932858;6,716539;522,0932692
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288226;50276274;mean;10,18105;9,001147;17,450095;34,343055;5,81516;5,553693;5051,215925;8,923669;52,225373;6,93004;520,1639207
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288256;50276275;mean;10,187466;9,002377;17,228433;32,502845;5,827678;5,821408;5084,421748;9,247597;74,983039;6,632381;525,5854972
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288286;50276276;mean;10,234672;8,980735;17,040307;30,999887;5,744478;5,936787;5124,543229;9,184064;215,268625;6,508753;543,4441537
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288316;50276277;mean;10,140788;8,995098;17,130961;39,925488;5,936475;5,830104;5152,478356;8,994402;561,395113;6,618155;581,744494
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288346;50276278;mean;10,287165;9,02061;17,091172;38,629345;5,789008;5,776714;5194,324592;9,031766;569,295297;6,340229;586,5585898
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288376;50276279;mean;10,202961;8,996015;17,283368;33,626552;5,81182;5,87824;5100,126175;9,146133;475,6601;6,515425;567,3246789
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288406;50276280;mean;10,381555;9,085417;17,112813;27,782225;5,580866;5,635814;5341,826029;9,324688;462,70174;6,405455;589,5836602
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288436;50276281;mean;10,48041;9,043016;16,621326;33,372683;5,68933;5,777686;5274,207934;9,507783;364,679456;6,53897;573,5918594
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288466;50276282;mean;10,21297;8,876584;17,022907;31,344341;5,760007;5,922136;5184,136949;10,589753;325,677718;6,312632;560,5855997
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288496;50276283;mean;10,368172;8,967323;16,394209;27,576876;5,618651;5,749165;5469,652181;10,560764;316,05177;6,247136;587,7186247
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288526;50276284;mean;10,157366;9,157581;16,520717;29,66907;5,448054;5,764195;5525,441833;9,004534;253,898483;6,283332;587,1345165
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288556;50276285;mean;10,32853;8,9624;16,423413;33,324811;5,532343;5,732199;5806,004483;9,219981;205,668089;6,143118;610,7339367
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288586;50276286;mean;10,49511;9,133117;16,006887;26,873363;5,467758;5,869576;5788,470227;9,648285;197,216999;6,140329;607,5321651
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288616;50276287;mean;10,556085;9,020962;16,063655;29,316524;5,751628;5,84183;5606,674831;9,938852;154,968447;6,226942;585,4359756
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288646;50276288;mean;10,213538;9,059558;15,656319;27,228;5,80604;5,836883;5454,197137;9,170963;122,30098;5,935123;566,5404541
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288676;50276289;mean;10,245053;8,8981;16,112795;23,394697;5,830079;6,106014;5548,534937;9,712636;102,694205;6,114201;573,7642717
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288706;50276290;mean;10,62707;9,24848;16,560493;22,545928;5,719924;5,775568;5707,992734;10,692631;97,664068;6,275148;589,3102044
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288736;50276291;mean;10,594507;9,464932;16,122413;20,352599;5,920585;5,733295;5590,166956;9,912404;95,316455;6,643795;577,0227941
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288766;50276292;mean;10,748331;9,359471;16,148467;20,833802;5,914219;5,976534;5790,846812;9,149801;73,746316;6,944883;594,9668636
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288796;50276293;mean;10,672;9,591832;15,75824;24,759415;5,864356;5,920218;5950,811295;9,278435;74,921934;6,550413;611,4128138
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288826;50276294;mean;10,602431;9,270284;15,709799;32,717098;5,833669;5,892392;5881,325538;9,797448;74,194768;6,645992;605,1989419
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288856;50276295;mean;10,117123;9,433572;15,485587;39,962365;5,902785;5,685673;5965,531329;9,795075;66,712244;6,37588;613,5001633
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288886;50276296;mean;10,36781;9,264427;15,915479;44,490384;5,767817;5,871519;6135,492946;9,463843;67,146616;6,494621;631,0275462
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288916;50276297;mean;10,23874;9,615704;16,154166;37,492893;5,691765;5,959133;5998,46522;8,979396;52,477567;6,322726;615,139731
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288946;50276298;mean;10,172477;9,598639;15,610864;37,15854;5,632596;5,852105;6093,277505;9,034813;50,939363;6,188665;624,3465567
Table.ReadLatency.lucasdb.tw_ttl_2h_nocompact;1508288976;50276299;mean;10,24436;9,571837;16,213294;49,021361;5,521168;5,94467;6219,941328;9,153024;45,377385;6,230138;637,7218565
